ATM_ID,Date,Day_of_Week,Time_of_Day,Total_Withdrawals,Total_Deposits,Holiday_Flag,Special_Event_Flag,Previous_Day_Cash_Level,Weather_Condition,Cash_Demand_Next_Day
ATM_0039,12/1/2022,Thursday,Night,47201,20855,1,0,128886,Clear,31550
ATM_0001,6/3/2022,Friday,Night,24913,14132,0,0,85100,Rainy,14034
ATM_0001,4/28/2023,Friday,Afternoon,41421,14076,0,0,76375,Snowy,33349
ATM_0044,12/18/2023,Monday,Evening,40660,16355,0,0,93458,Rainy,36793
ATM_0022,4/13/2022,Wednesday,Morning,72117,12043,0,0,86049,Clear,65974
ATM_0001,7/16/2022,Saturday,Afternoon,25717,6723,0,0,103899,Cloudy,18027
ATM_0018,8/31/2023,Thursday,Evening,32344,17811,0,0,117779,Clear,12316
ATM_0019,5/22/2022,Sunday,Morning,75957,16616,0,0,99338,Snowy,56612
ATM_0042,12/18/2023,Monday,Morning,5796,18023,0,0,109820,Snowy,0
ATM_0026,12/13/2022,Tuesday,Afternoon,54947,7013,0,0,112331,Snowy,51811
ATM_0020,10/28/2022,Friday,Night,58423,9006,0,0,107417,Rainy,55548
ATM_0043,12/1/2022,Thursday,Afternoon,35129,13392,1,0,62502,Rainy,23676
ATM_0006,3/2/2022,Wednesday,Morning,47107,3302,0,0,82967,Cloudy,35515
ATM_0010,3/17/2022,Thursday,Evening,64491,9417,0,0,109784,Rainy,53160
ATM_0031,3/22/2023,Wednesday,Night,66394,14852,0,1,108267,Snowy,64337
ATM_0014,4/30/2023,Sunday,Morning,50819,15304,0,0,117991,Rainy,36584
ATM_0005,2/20/2022,Sunday,Morning,39481,14880,0,0,68473,Cloudy,36224
ATM_0043,2/12/2023,Sunday,Evening,55921,11812,0,0,123252,Snowy,39810
ATM_0046,3/9/2023,Thursday,Evening,35609,4090,0,0,89241,Rainy,40421
ATM_0011,9/14/2022,Wednesday,Night,47256,4172,0,0,129413,Snowy,47186
ATM_0003,5/24/2022,Tuesday,Afternoon,67777,14491,0,0,86124,Snowy,62756
ATM_0047,7/4/2022,Monday,Night,55136,9630,0,0,91813,Snowy,46605
ATM_0022,9/22/2023,Friday,Evening,34421,15563,0,0,91943,Cloudy,24793
ATM_0013,8/5/2022,Friday,Afternoon,47460,16625,0,0,80553,Snowy,35956
ATM_0026,6/26/2023,Monday,Afternoon,84034,10942,0,0,74590,Clear,65630
ATM_0047,8/29/2023,Tuesday,Evening,64448,14472,0,1,106687,Cloudy,60652
ATM_0019,12/7/2022,Wednesday,Morning,59917,12551,0,0,105240,Clear,62190
ATM_0027,4/20/2023,Thursday,Afternoon,64001,8191,0,0,103573,Rainy,57876
ATM_0017,11/4/2022,Friday,Morning,61458,8048,0,0,90675,Snowy,64051
ATM_0017,1/5/2022,Wednesday,Afternoon,34378,15016,0,0,110969,Cloudy,26234
ATM_0026,1/3/2022,Monday,Night,62381,1368,0,1,96790,Snowy,58356
ATM_0035,3/3/2023,Friday,Morning,45798,8269,0,0,116992,Snowy,41005
ATM_0043,2/22/2022,Tuesday,Night,57257,9788,0,0,118136,Snowy,50232
ATM_0016,2/3/2023,Friday,Evening,28222,16827,0,0,99070,Rainy,14693
ATM_0044,3/16/2023,Thursday,Morning,56750,7052,0,0,109736,Cloudy,49370
ATM_0007,5/13/2022,Friday,Evening,75158,13377,0,0,111550,Snowy,73588
ATM_0011,3/13/2023,Monday,Afternoon,66567,9364,0,0,112837,Snowy,58366
ATM_0035,12/10/2023,Sunday,Morning,44253,9618,0,1,66768,Clear,45267
ATM_0016,3/9/2022,Wednesday,Evening,62904,0,0,0,154296,Cloudy,63350
ATM_0008,5/28/2023,Sunday,Night,72528,11514,0,0,88216,Snowy,53059
ATM_0023,4/5/2022,Tuesday,Evening,48585,10907,0,0,73729,Rainy,44237
ATM_0017,1/19/2022,Wednesday,Morning,50593,8920,0,0,122757,Snowy,50932
ATM_0034,12/8/2023,Friday,Afternoon,69459,9603,0,1,104289,Snowy,61585
ATM_0022,2/3/2023,Friday,Night,48554,16186,0,0,94845,Cloudy,33233
ATM_0011,7/14/2022,Thursday,Night,37108,13396,0,0,93906,Clear,27583
ATM_0015,11/4/2023,Saturday,Night,59307,7701,0,0,78734,Cloudy,47386
ATM_0042,1/13/2023,Friday,Afternoon,49280,3163,0,0,106325,Rainy,54442
ATM_0037,12/30/2022,Friday,Morning,70493,15472,0,0,124729,Cloudy,55999
ATM_0001,11/19/2022,Saturday,Night,39222,13917,0,0,114165,Clear,37152
ATM_0034,7/29/2023,Saturday,Morning,61635,19446,0,0,100227,Cloudy,37098
ATM_0036,12/15/2022,Thursday,Morning,82029,8317,0,0,93835,Snowy,67180
ATM_0020,7/4/2023,Tuesday,Night,44798,7381,0,0,72684,Clear,42246
ATM_0020,11/12/2023,Sunday,Afternoon,61034,14629,0,0,123544,Rainy,59119
ATM_0022,2/26/2023,Sunday,Morning,77512,1142,0,0,75402,Cloudy,70555
ATM_0048,11/4/2022,Friday,Night,45491,7765,0,0,104386,Snowy,37511
ATM_0012,12/30/2023,Saturday,Morning,50529,5035,0,1,89015,Clear,45420
ATM_0008,4/8/2022,Friday,Evening,46293,4351,0,0,90183,Clear,36256
ATM_0037,8/6/2022,Saturday,Morning,33035,5755,0,0,73826,Snowy,23564
ATM_0049,7/9/2023,Sunday,Morning,63601,12029,0,1,98602,Snowy,72404
ATM_0043,11/1/2022,Tuesday,Morning,38037,11902,0,0,113814,Clear,32936
ATM_0027,4/6/2022,Wednesday,Evening,56894,14568,0,0,102671,Rainy,43929
ATM_0007,8/26/2023,Saturday,Morning,60134,11746,0,0,106841,Clear,58037
ATM_0024,2/20/2023,Monday,Morning,28625,5127,0,0,104591,Rainy,24757
ATM_0022,6/22/2022,Wednesday,Afternoon,39134,9608,0,0,89690,Clear,23699
ATM_0002,4/27/2023,Thursday,Afternoon,42797,10150,0,0,102239,Rainy,40740
ATM_0001,11/29/2023,Wednesday,Evening,43149,16922,0,0,105040,Rainy,34693
ATM_0036,9/1/2022,Thursday,Morning,73314,16848,0,0,114688,Cloudy,76988
ATM_0034,10/27/2022,Thursday,Evening,71336,10266,0,0,112562,Cloudy,70599
ATM_0019,10/3/2022,Monday,Afternoon,69943,7052,0,0,82771,Clear,77125
ATM_0027,9/19/2022,Monday,Night,51462,8866,0,1,112982,Cloudy,56587
ATM_0013,9/17/2022,Saturday,Afternoon,30654,16268,0,0,84703,Clear,11413
ATM_0016,5/16/2022,Monday,Morning,23060,4451,0,1,66372,Clear,30364
ATM_0005,12/2/2023,Saturday,Night,58774,10283,0,1,109576,Snowy,55721
ATM_0037,1/3/2022,Monday,Afternoon,49591,8984,0,0,96786,Clear,46406
ATM_0007,12/16/2022,Friday,Afternoon,59076,8598,0,0,72386,Clear,59701
ATM_0021,2/25/2023,Saturday,Night,56181,12625,0,0,52229,Cloudy,53045
ATM_0013,10/13/2023,Friday,Afternoon,37484,6544,0,0,102367,Rainy,25571
ATM_0043,9/6/2022,Tuesday,Night,37949,9204,0,1,85672,Cloudy,29519
ATM_0017,1/4/2022,Tuesday,Night,40415,4598,0,0,107601,Clear,33408
ATM_0030,6/21/2023,Wednesday,Evening,58566,6146,0,0,130412,Snowy,60357
ATM_0019,10/14/2022,Friday,Afternoon,40368,0,0,0,108043,Cloudy,33098
ATM_0005,8/24/2023,Thursday,Night,53728,9827,0,0,89774,Rainy,55318
ATM_0013,12/6/2023,Wednesday,Evening,52763,13049,0,1,95362,Snowy,49895
ATM_0031,8/14/2022,Sunday,Night,44869,0,0,0,88195,Rainy,53057
ATM_0032,1/29/2023,Sunday,Afternoon,45969,11738,0,0,56404,Rainy,36141
ATM_0018,1/15/2023,Sunday,Evening,49147,9064,0,0,125525,Snowy,40628
ATM_0026,1/21/2022,Friday,Morning,49707,6431,0,1,89120,Clear,54939
ATM_0019,9/16/2022,Friday,Afternoon,56410,8057,0,0,116511,Rainy,46114
ATM_0032,6/26/2023,Monday,Morning,41276,5722,0,1,63745,Snowy,44110
ATM_0050,7/22/2023,Saturday,Night,34512,19586,0,0,116581,Cloudy,20826
ATM_0012,4/22/2022,Friday,Evening,58826,12187,0,0,88453,Snowy,49449
ATM_0013,10/6/2023,Friday,Night,27350,8371,0,0,102266,Snowy,25328
ATM_0025,4/29/2023,Saturday,Afternoon,69304,9377,0,0,76745,Snowy,73891
ATM_0031,9/4/2022,Sunday,Evening,47575,7677,0,0,128477,Clear,34106
ATM_0005,4/16/2022,Saturday,Afternoon,67566,10537,0,0,74425,Clear,72670
ATM_0030,2/27/2023,Monday,Morning,31611,8126,0,0,90396,Cloudy,27147
ATM_0009,8/15/2022,Monday,Afternoon,14258,4493,0,0,87458,Clear,14357
ATM_0001,8/25/2023,Friday,Night,68112,5930,0,1,103609,Cloudy,75569
ATM_0006,12/15/2022,Thursday,Afternoon,53398,16489,0,0,125251,Snowy,46310
ATM_0035,10/7/2023,Saturday,Afternoon,49137,7622,0,0,86723,Snowy,36212
ATM_0011,11/5/2023,Sunday,Morning,58304,12101,0,0,111836,Rainy,48291
ATM_0022,4/13/2022,Wednesday,Morning,68889,15497,0,0,92966,Snowy,60616
ATM_0028,12/15/2023,Friday,Evening,65126,10470,0,0,86632,Rainy,64544
ATM_0048,4/10/2022,Sunday,Morning,29082,8450,0,0,115702,Rainy,19582
ATM_0048,2/16/2022,Wednesday,Afternoon,69745,0,0,0,75544,Rainy,74095
ATM_0019,4/17/2023,Monday,Morning,36265,11450,0,0,107879,Rainy,22080
ATM_0008,7/29/2022,Friday,Evening,31727,11981,0,0,87395,Cloudy,24438
ATM_0045,3/6/2022,Sunday,Afternoon,26442,17785,0,0,103740,Rainy,14783
ATM_0003,6/30/2023,Friday,Afternoon,40378,15553,0,0,105507,Rainy,33559
ATM_0005,6/7/2022,Tuesday,Night,63705,11117,0,0,70320,Rainy,50985
ATM_0046,6/17/2023,Saturday,Evening,68795,9548,0,0,123520,Rainy,51538
ATM_0028,6/26/2022,Sunday,Night,67021,12150,0,0,110170,Rainy,53140
ATM_0050,1/21/2022,Friday,Afternoon,51774,4419,0,0,103423,Cloudy,51782
ATM_0038,4/29/2022,Friday,Afternoon,32855,15347,0,0,99917,Clear,13961
ATM_0031,2/9/2023,Thursday,Afternoon,58548,6619,0,0,119874,Rainy,55743
ATM_0016,2/21/2022,Monday,Morning,46203,7044,0,0,106573,Clear,47437
ATM_0034,7/5/2023,Wednesday,Morning,68240,6403,0,0,97388,Rainy,73418
ATM_0003,3/14/2023,Tuesday,Night,56919,12776,0,0,121665,Rainy,41603
ATM_0041,4/2/2022,Saturday,Afternoon,45386,5161,0,0,111289,Cloudy,51751
ATM_0041,7/14/2023,Friday,Morning,32573,21665,0,0,125918,Snowy,21656
ATM_0002,2/3/2022,Thursday,Morning,25447,22616,0,0,88195,Clear,11178
ATM_0002,3/27/2022,Sunday,Evening,48192,4468,0,0,102033,Clear,52299
ATM_0045,7/14/2022,Thursday,Night,41835,4611,0,0,83912,Snowy,36516
ATM_0041,9/12/2023,Tuesday,Morning,53386,13316,0,1,152049,Snowy,56717
ATM_0044,4/28/2022,Thursday,Evening,57163,5413,0,0,92657,Clear,42037
ATM_0010,9/7/2023,Thursday,Night,50473,8252,0,0,118061,Clear,51792
ATM_0012,10/23/2022,Sunday,Morning,45283,16627,0,0,96670,Clear,31615
ATM_0028,4/24/2023,Monday,Morning,35432,6306,0,0,87459,Clear,30965
ATM_0017,9/9/2022,Friday,Night,72408,8346,0,0,148523,Clear,74610
ATM_0047,6/13/2023,Tuesday,Evening,55525,14886,0,0,103593,Cloudy,34347
ATM_0008,8/30/2022,Tuesday,Night,46855,13042,0,0,107343,Rainy,34273
ATM_0024,11/9/2023,Thursday,Morning,49527,17547,0,0,40664,Rainy,40926
ATM_0025,2/12/2022,Saturday,Morning,67204,9675,0,0,104158,Rainy,57129
ATM_0027,9/9/2023,Saturday,Night,64789,11334,0,0,133571,Clear,43179
ATM_0050,10/14/2023,Saturday,Afternoon,18139,6549,0,0,129316,Snowy,10024
ATM_0008,2/6/2023,Monday,Evening,66388,5590,0,0,88175,Clear,59065
ATM_0041,9/22/2022,Thursday,Afternoon,51521,6231,0,1,116855,Cloudy,55925
ATM_0034,7/18/2022,Monday,Night,41919,9512,0,0,66332,Clear,36046
ATM_0018,9/6/2022,Tuesday,Afternoon,30122,20525,0,0,58769,Cloudy,8681
ATM_0044,10/30/2022,Sunday,Afternoon,37997,4479,0,0,80841,Snowy,33842
ATM_0020,6/12/2022,Sunday,Morning,79278,10389,0,0,123658,Rainy,69865
ATM_0047,6/26/2023,Monday,Night,57604,8477,0,0,126142,Snowy,56168
ATM_0030,2/11/2022,Friday,Night,72258,7654,0,1,89936,Cloudy,66084
ATM_0023,1/18/2023,Wednesday,Evening,34795,12144,0,0,70879,Rainy,28096
ATM_0044,1/13/2023,Friday,Evening,25081,17749,0,0,110272,Snowy,16966
ATM_0047,1/24/2022,Monday,Morning,61245,15631,1,0,98027,Cloudy,53186
ATM_0019,6/10/2023,Saturday,Morning,67111,11465,0,0,111710,Snowy,47307
ATM_0036,12/16/2023,Saturday,Afternoon,24930,5768,0,0,134882,Rainy,17086
ATM_0040,12/15/2023,Friday,Morning,44613,3497,0,0,128677,Clear,46696
ATM_0016,7/29/2022,Friday,Afternoon,39564,7499,0,1,110640,Snowy,42318
ATM_0034,9/21/2022,Wednesday,Evening,64045,9036,0,0,84543,Rainy,66810
ATM_0007,4/3/2022,Sunday,Morning,48290,8300,0,0,139058,Cloudy,32994
ATM_0008,7/12/2023,Wednesday,Morning,31616,10674,0,1,99633,Rainy,27834
ATM_0006,10/9/2023,Monday,Afternoon,48238,14365,0,0,112179,Cloudy,36501
ATM_0021,8/20/2022,Saturday,Morning,54496,1721,0,0,112926,Clear,51182
ATM_0049,9/19/2023,Tuesday,Night,72117,7003,0,1,124708,Clear,80628
ATM_0033,2/21/2023,Tuesday,Morning,56206,11212,0,1,101364,Rainy,56369
ATM_0002,8/24/2023,Thursday,Morning,62269,9649,0,0,114508,Clear,46081
ATM_0009,9/4/2023,Monday,Morning,50110,4585,0,0,61494,Snowy,37068
ATM_0041,12/21/2023,Thursday,Night,60906,12895,0,0,109341,Clear,46309
ATM_0027,1/4/2022,Tuesday,Afternoon,28533,9649,0,0,93049,Snowy,14755
ATM_0004,3/20/2022,Sunday,Evening,37365,9600,0,0,87767,Clear,30405
ATM_0041,8/12/2023,Saturday,Evening,32954,11158,0,0,86879,Rainy,24586
ATM_0026,6/27/2023,Tuesday,Night,66674,2244,0,0,130103,Rainy,64774
ATM_0013,6/24/2022,Friday,Afternoon,69843,7241,0,0,62675,Rainy,61562
ATM_0016,4/8/2023,Saturday,Evening,38595,9997,0,0,100682,Clear,28282
ATM_0017,2/7/2022,Monday,Evening,51083,7189,0,0,71558,Cloudy,48815
ATM_0003,1/11/2023,Wednesday,Morning,53225,5951,0,0,74975,Cloudy,59578
ATM_0028,2/17/2022,Thursday,Morning,45737,17838,0,0,112911,Cloudy,32263
ATM_0003,7/17/2022,Sunday,Morning,60559,10603,0,0,113246,Snowy,46784
ATM_0026,9/15/2023,Friday,Morning,60844,16188,0,0,77635,Cloudy,46697
ATM_0021,8/6/2022,Saturday,Morning,62328,5909,0,0,102460,Snowy,50886
ATM_0023,2/23/2022,Wednesday,Night,56497,1981,0,0,71121,Cloudy,45563
ATM_0007,5/13/2023,Saturday,Night,50289,9888,0,0,106871,Rainy,48538
ATM_0014,6/22/2023,Thursday,Evening,78128,10522,0,0,111963,Clear,61376
ATM_0016,11/8/2022,Tuesday,Morning,35367,10357,0,1,97823,Rainy,26965
ATM_0020,9/1/2022,Thursday,Night,65494,3450,0,0,54335,Rainy,65944
ATM_0003,8/6/2022,Saturday,Afternoon,46798,16161,0,0,108747,Clear,32731
ATM_0007,11/15/2023,Wednesday,Evening,46440,15139,0,0,92159,Clear,27671
ATM_0004,6/4/2023,Sunday,Evening,50424,13116,0,0,132742,Clear,33750
ATM_0019,8/11/2023,Friday,Afternoon,49000,0,0,0,106738,Cloudy,40846
ATM_0038,6/19/2022,Sunday,Night,56784,18378,0,0,96120,Cloudy,33255
ATM_0037,1/20/2023,Friday,Evening,44653,2374,0,0,96104,Cloudy,35500
ATM_0034,10/30/2022,Sunday,Afternoon,45420,10416,0,0,93332,Cloudy,28761
ATM_0037,9/12/2022,Monday,Afternoon,45027,10401,0,0,100810,Snowy,29818
ATM_0050,5/28/2023,Sunday,Evening,61417,9095,0,0,85706,Rainy,58907
ATM_0013,4/21/2022,Thursday,Afternoon,36309,8606,0,0,92250,Rainy,35890
ATM_0026,8/1/2023,Tuesday,Morning,46292,1449,0,0,120743,Clear,40030
ATM_0031,6/8/2022,Wednesday,Night,15963,5114,0,0,95146,Cloudy,10721
ATM_0042,3/29/2023,Wednesday,Afternoon,88704,6551,0,0,98935,Rainy,72465
ATM_0039,8/14/2022,Sunday,Evening,47975,6411,0,1,77924,Rainy,54477
ATM_0009,11/5/2023,Sunday,Morning,53893,12871,0,0,90052,Snowy,45378
ATM_0043,5/1/2022,Sunday,Afternoon,52009,6941,0,0,90062,Snowy,46704
ATM_0036,5/31/2022,Tuesday,Night,51108,6944,0,0,83352,Rainy,48879
ATM_0043,9/30/2022,Friday,Morning,44011,14534,0,0,92481,Cloudy,26436
ATM_0027,10/8/2023,Sunday,Morning,53917,13958,0,0,88561,Cloudy,44630
ATM_0007,11/20/2023,Monday,Afternoon,40383,18294,0,0,119691,Snowy,37277
ATM_0022,5/4/2022,Wednesday,Evening,61860,13936,0,0,109191,Cloudy,64665
ATM_0010,9/4/2022,Sunday,Evening,80266,10219,0,0,111545,Clear,65669
ATM_0011,5/5/2023,Friday,Afternoon,28236,16370,0,0,48949,Cloudy,15442
ATM_0026,2/3/2023,Friday,Morning,37530,7545,0,0,127697,Cloudy,28382
ATM_0013,3/18/2022,Friday,Morning,55949,5834,0,0,121319,Snowy,61052
ATM_0004,3/9/2022,Wednesday,Night,31959,5049,0,0,83498,Snowy,24103
ATM_0019,10/7/2023,Saturday,Morning,50696,10389,0,0,130881,Cloudy,32078
ATM_0041,6/19/2023,Monday,Afternoon,55775,0,0,1,105252,Cloudy,73464
ATM_0010,2/21/2022,Monday,Evening,28249,5170,0,0,83756,Snowy,21843
ATM_0032,3/28/2023,Tuesday,Night,53052,2945,0,0,107133,Rainy,49897
ATM_0046,4/5/2023,Wednesday,Afternoon,83554,0,0,0,93981,Cloudy,93432
ATM_0009,9/3/2023,Sunday,Afternoon,51160,14446,0,0,150921,Clear,50613
ATM_0032,10/3/2023,Tuesday,Night,75684,7387,0,1,70977,Rainy,86598
ATM_0045,9/9/2023,Saturday,Morning,43907,5265,0,0,109026,Snowy,47383
ATM_0013,7/23/2022,Saturday,Afternoon,32282,9496,0,0,81073,Rainy,23187
ATM_0023,6/25/2022,Saturday,Afternoon,45083,9791,0,1,100318,Cloudy,42038
ATM_0030,7/12/2023,Wednesday,Morning,52707,8159,0,0,91848,Rainy,54057
ATM_0007,3/22/2022,Tuesday,Afternoon,40302,14233,0,0,100379,Rainy,22902
ATM_0016,6/10/2023,Saturday,Evening,42181,13190,0,0,104254,Snowy,39168
ATM_0008,7/14/2022,Thursday,Afternoon,58198,15787,0,0,119322,Snowy,48344
ATM_0017,8/30/2023,Wednesday,Morning,57369,2981,0,0,118985,Snowy,47675
ATM_0010,2/10/2023,Friday,Evening,48135,9606,0,0,126111,Clear,38594
ATM_0018,10/19/2022,Wednesday,Morning,39300,18673,0,0,78590,Snowy,18703
ATM_0026,4/27/2023,Thursday,Morning,48529,14049,0,1,133425,Cloudy,46055
ATM_0033,6/24/2022,Friday,Afternoon,53772,15087,0,0,90741,Rainy,45263
ATM_0006,5/19/2023,Friday,Afternoon,66238,6699,0,0,96633,Snowy,64900
ATM_0027,6/25/2022,Saturday,Evening,53592,9938,0,0,105678,Cloudy,40901
ATM_0049,3/13/2023,Monday,Afternoon,40939,11096,0,0,113468,Clear,40752
ATM_0012,7/11/2023,Tuesday,Evening,52426,11733,0,0,93259,Rainy,35160
ATM_0049,4/6/2023,Thursday,Morning,57443,17414,0,0,114095,Cloudy,30638
ATM_0044,5/2/2022,Monday,Night,62143,11470,0,0,69936,Cloudy,59027
ATM_0016,2/19/2023,Sunday,Afternoon,49835,12199,0,0,133528,Clear,39145
ATM_0035,5/28/2022,Saturday,Morning,60890,5963,0,0,98842,Snowy,61749
ATM_0044,6/13/2022,Monday,Morning,61855,12602,0,0,124718,Snowy,44895
ATM_0050,12/10/2022,Saturday,Night,19699,9963,0,0,93765,Cloudy,11279
ATM_0010,3/16/2022,Wednesday,Afternoon,70176,6990,0,1,114182,Rainy,69713
ATM_0037,2/12/2023,Sunday,Night,52433,9250,0,1,122245,Snowy,42548
ATM_0028,10/1/2023,Sunday,Evening,56955,4162,0,0,97193,Rainy,43040
ATM_0003,12/5/2022,Monday,Morning,80267,12458,0,0,115267,Rainy,83382
ATM_0035,3/20/2023,Monday,Evening,45066,13596,0,1,103393,Rainy,38715
ATM_0039,12/12/2022,Monday,Morning,57229,14727,0,0,98412,Cloudy,35762
ATM_0035,6/4/2023,Sunday,Night,63480,6960,0,0,97287,Cloudy,53781
ATM_0023,7/3/2022,Sunday,Afternoon,61789,19798,0,0,106264,Cloudy,53412
ATM_0013,7/7/2023,Friday,Afternoon,44255,12170,0,1,99142,Cloudy,47578
ATM_0025,3/21/2022,Monday,Morning,51114,4219,0,0,77824,Cloudy,52898
ATM_0035,6/3/2022,Friday,Night,44711,13504,0,0,121466,Rainy,29021
ATM_0021,6/13/2023,Tuesday,Afternoon,62220,0,0,1,94743,Clear,64792
ATM_0035,11/22/2022,Tuesday,Morning,60503,5249,0,0,102121,Rainy,60394
ATM_0004,12/14/2023,Thursday,Evening,60616,7924,0,0,114102,Snowy,55564
ATM_0025,9/27/2023,Wednesday,Evening,73375,13311,0,0,86192,Clear,75221
ATM_0008,6/21/2022,Tuesday,Evening,48712,9620,0,0,101606,Snowy,41307
ATM_0018,9/15/2022,Thursday,Afternoon,19461,7286,0,0,61352,Cloudy,14028
ATM_0009,12/28/2022,Wednesday,Evening,45053,2396,0,0,107683,Rainy,52061
ATM_0035,8/13/2023,Sunday,Evening,48431,3028,0,0,110270,Rainy,39277
ATM_0035,8/10/2023,Thursday,Morning,78833,2859,0,0,81838,Snowy,86837
ATM_0044,11/28/2023,Tuesday,Evening,53912,13999,0,0,114153,Snowy,31878
ATM_0031,7/2/2022,Saturday,Evening,57598,6707,0,0,103478,Rainy,54165
ATM_0038,8/15/2022,Monday,Afternoon,54962,18393,0,0,73805,Snowy,41627
ATM_0015,6/1/2023,Thursday,Morning,57222,14164,0,0,111753,Snowy,57685
ATM_0002,10/24/2023,Tuesday,Night,69475,4562,0,0,72281,Cloudy,67729
ATM_0021,1/17/2022,Monday,Evening,49904,16103,0,0,91332,Snowy,39795
ATM_0015,1/8/2022,Saturday,Afternoon,50780,10635,0,0,111164,Clear,44279
ATM_0033,8/14/2023,Monday,Morning,47410,6965,0,1,126702,Cloudy,49875
ATM_0004,7/23/2022,Saturday,Evening,64503,6384,0,0,106191,Clear,60136
ATM_0024,8/4/2022,Thursday,Night,58150,9217,0,0,88965,Snowy,49892
ATM_0007,12/1/2022,Thursday,Evening,65073,8035,1,0,78267,Rainy,70949
ATM_0040,8/8/2022,Monday,Night,51542,17811,0,0,158904,Clear,28290
ATM_0028,4/4/2023,Tuesday,Evening,56793,8668,0,0,118519,Snowy,50665
ATM_0045,10/21/2023,Saturday,Morning,30542,1579,0,1,85819,Clear,30649
ATM_0050,12/29/2022,Thursday,Afternoon,62241,15881,0,0,74555,Clear,35987
ATM_0038,6/21/2023,Wednesday,Night,60695,263,0,0,98213,Rainy,50890
ATM_0001,10/6/2022,Thursday,Evening,66680,7242,0,0,69861,Snowy,70234
ATM_0011,5/21/2022,Saturday,Evening,52193,5573,0,0,84547,Cloudy,48822
ATM_0004,11/29/2022,Tuesday,Night,47586,4058,0,0,103875,Snowy,52360
ATM_0011,5/22/2022,Sunday,Night,65406,11366,0,0,75913,Snowy,55011
ATM_0041,12/14/2022,Wednesday,Night,59841,13846,0,0,97208,Snowy,42075
ATM_0040,10/22/2022,Saturday,Afternoon,59101,8338,0,0,87748,Clear,46373
ATM_0045,3/15/2023,Wednesday,Evening,66896,18009,0,0,119560,Clear,44949
ATM_0003,6/9/2022,Thursday,Evening,69057,6107,0,0,112881,Rainy,58668
ATM_0016,5/15/2022,Sunday,Morning,69427,12024,0,0,83226,Clear,67176
ATM_0001,11/28/2022,Monday,Evening,39786,12758,0,0,137937,Rainy,29725
ATM_0041,3/12/2023,Sunday,Afternoon,37421,3450,0,0,92252,Snowy,35177
ATM_0034,9/24/2023,Sunday,Night,61298,15843,0,0,95093,Cloudy,55075
ATM_0032,12/8/2023,Friday,Afternoon,20306,7932,0,0,118994,Cloudy,19026
ATM_0019,10/21/2023,Saturday,Night,54117,4017,0,0,51397,Rainy,61085
ATM_0033,12/22/2023,Friday,Afternoon,44513,9642,0,0,82321,Clear,42019
ATM_0014,6/27/2022,Monday,Morning,52146,0,0,0,73714,Clear,60433
ATM_0013,9/14/2023,Thursday,Afternoon,57338,12359,0,0,92331,Clear,38823
ATM_0025,1/9/2022,Sunday,Morning,45085,6358,0,0,115363,Snowy,45236
ATM_0011,7/28/2022,Thursday,Night,53117,9774,0,0,86865,Rainy,43468
ATM_0026,6/16/2023,Friday,Morning,29666,0,0,0,96052,Rainy,31978
ATM_0031,4/21/2023,Friday,Evening,42556,10234,0,0,88876,Snowy,35914
ATM_0041,9/30/2022,Friday,Night,52231,12603,0,0,90142,Clear,49394
ATM_0010,9/26/2023,Tuesday,Morning,61249,1565,0,0,94952,Cloudy,68299
ATM_0043,7/22/2023,Saturday,Afternoon,58755,13702,0,0,113397,Rainy,61202
ATM_0029,5/4/2022,Wednesday,Night,54422,9021,0,0,110759,Rainy,50199
ATM_0029,8/11/2022,Thursday,Afternoon,35707,10865,0,0,63487,Rainy,31463
ATM_0037,8/4/2023,Friday,Afternoon,48840,21872,0,0,86341,Clear,35815
ATM_0028,12/1/2022,Thursday,Morning,44583,8356,1,0,71863,Rainy,43768
ATM_0011,11/29/2022,Tuesday,Evening,68428,21011,0,0,126709,Rainy,54488
ATM_0036,11/12/2022,Saturday,Evening,38369,18922,0,0,96691,Cloudy,25214
ATM_0048,5/20/2023,Saturday,Afternoon,61355,13449,0,0,95995,Snowy,52342
ATM_0002,8/8/2023,Tuesday,Evening,60251,14303,0,0,83342,Cloudy,46173
ATM_0046,4/30/2022,Saturday,Afternoon,73848,6399,0,0,104820,Cloudy,67316
ATM_0012,8/8/2023,Tuesday,Afternoon,59058,7302,0,0,103461,Clear,45716
ATM_0016,11/14/2023,Tuesday,Night,69261,9149,0,1,80902,Clear,79202
ATM_0032,12/26/2023,Tuesday,Evening,26888,3893,0,0,117287,Rainy,20791
ATM_0010,1/29/2022,Saturday,Morning,45190,6962,0,0,85680,Cloudy,34503
ATM_0047,2/25/2022,Friday,Afternoon,51275,16746,0,0,130760,Clear,41845
ATM_0049,7/22/2023,Saturday,Night,38347,8758,0,0,106185,Cloudy,38489
ATM_0033,6/3/2023,Saturday,Night,46809,11152,0,0,113459,Snowy,26934
ATM_0033,1/1/2023,Sunday,Afternoon,54418,6765,1,0,87416,Cloudy,57735
ATM_0049,2/11/2022,Friday,Afternoon,28404,6039,0,0,76132,Snowy,20687
ATM_0025,10/23/2023,Monday,Morning,47066,17045,0,0,110982,Snowy,30295
ATM_0030,3/10/2022,Thursday,Evening,42050,14373,0,1,93837,Clear,34791
ATM_0050,6/2/2022,Thursday,Afternoon,23102,9758,0,0,69259,Clear,17075
ATM_0020,7/23/2022,Saturday,Night,82763,11291,0,0,94226,Rainy,88567
